code,presence,cross_industry_name,life_science_name,retail_name,level,name_match,category
5.2.3,CI LS RT,Enable service delivery resources,Enable service delivery resources,Plan and manage inbound product flow,3,DIFFERENT,UNIVERSAL
5.2.3.1,CI LS RT,Develop service delivery training plan,Develop service delivery training plan,Manage inbound product flow,4,DIFFERENT,UNIVERSAL
5.2.3.2,CI LS RT,Develop training materials,Develop training materials,Monitor inbound delivery performance,4,DIFFERENT,UNIVERSAL
5.2.3.3,CI LS RT,Manage training schedule,Manage training schedule,Manage flow of returned products,4,DIFFERENT,UNIVERSAL
5.2.3.4,CI LS,Deliver operations training,Deliver operations training,,4,CI_LS_MATCH,CI_LS_ONLY
5.2.3.5,CI LS,Deliver technical training,Deliver technical training,,4,CI_LS_MATCH,CI_LS_ONLY
5.2.3.6,CI LS,Perform skill and capability testing,Perform skill and capability testing,,4,CI_LS_MATCH,CI_LS_ONLY
5.2.3.7,CI LS,Evaluate training effectiveness,Evaluate training effectiveness,,4,CI_LS_MATCH,CI_LS_ONLY
5.2.4,RT,,,Manage imports/exports,3,,RETAIL_SPECIFIC
5.2.4.1,RT,,,Understand import/export laws and regulations,4,,RETAIL_SPECIFIC
5.2.4.2,RT,,,Establish import/export policies and procedures,4,,RETAIL_SPECIFIC
5.2.4.3,RT,,,Monitor import/export activities for compliance,4,,RETAIL_SPECIFIC
5.2.4.4,RT,,,Report and resolve violations,4,,RETAIL_SPECIFIC
5.2.5,RT,,,Operate outbound transportation,3,,RETAIL_SPECIFIC
5.2.5.1,RT,,,"Plan, transport, and deliver outbound product",4,,RETAIL_SPECIFIC
5.2.5.2,RT,,,Manage transportation fleet,4,,RETAIL_SPECIFIC
5.2.5.3,RT,,,Process and audit carrier invoices and documents,4,,RETAIL_SPECIFIC
5.2.5.4,RT,,,Plan carriers and routes,4,,RETAIL_SPECIFIC
5.2.5.5,RT,,,Contract transportation suppliers,4,,RETAIL_SPECIFIC
5.2.5.6,RT,,,Optimize backhaul opportunities,4,,RETAIL_SPECIFIC
5.2.6,RT,,,Track carrier performance,3,,RETAIL_SPECIFIC
5.3,CI LS RT,Deliver service to customer,Deliver service to customer,Manage enterprise inventory,2,DIFFERENT,UNIVERSAL
5.3.1,CI LS RT,Initiate service delivery,Initiate service delivery,Replenish retail stores,3,DIFFERENT,UNIVERSAL
5.3.1.1,CI LS RT,Review contract and agreed terms,Review contract and agreed terms,Monitor retail store inventory levels,4,DIFFERENT,UNIVERSAL
5.3.1.2,CI LS RT,Understand customer requirements and define refine approach,Understand customer requirements and define refine approach,Generate replenishment orders,4,DIFFERENT,UNIVERSAL
5.3.1.3,CI LS RT,Modify/revise and approve project plan,Modify/revise and approve project plan,Execute replenishment orders from warehouse,4,DIFFERENT,UNIVERSAL
5.3.1.4,CI LS,Review customer business objectives,Review customer business objectives,,4,CI_LS_MATCH,CI_LS_ONLY
5.3.1.5,CI LS,Confirm environmental readiness,Confirm environmental readiness,,4,CI_LS_MATCH,CI_LS_ONLY
5.3.1.6,CI LS,"Identify, select, and assign resources","Identify, select, and assign resources",,4,CI_LS_MATCH,CI_LS_ONLY
5.3.1.6.1,CI LS,Establish people objectives,Establish people objectives,,5,CI_LS_MATCH,CI_LS_ONLY
5.3.1.6.2,CI LS,Establish engagement rules,Establish engagement rules,,5,CI_LS_MATCH,CI_LS_ONLY
5.3.1.7,CI LS,Plan for service delivery,Plan for service delivery,,4,CI_LS_MATCH,CI_LS_ONLY
5.3.2,CI LS RT,Execute service delivery,Execute service delivery,Balance enterprise inventory,3,DIFFERENT,UNIVERSAL
5.3.2.1,CI LS RT,Analyze environment and customer needs,Analyze environment and customer needs,Allocate inventory to stores,4,DIFFERENT,UNIVERSAL
5.3.2.2,CI LS RT,Define solution,Define solution,Monitor and adjust inventory levels,4,DIFFERENT,UNIVERSAL
5.3.2.3,CI LS RT,Validate solution,Validate solution,Balance inventory to maximize sales,4,DIFFERENT,UNIVERSAL
5.3.2.4,CI LS RT,Identify changes,Identify changes,Manage ship from store and store pickup inventory levels,4,DIFFERENT,UNIVERSAL
5.3.2.5,CI LS RT,Obtain approval to proceed,Obtain approval to proceed,Manage pullbacks from stores,4,DIFFERENT,UNIVERSAL
5.3.2.6,CI LS,Make build/buy solution,Make build/buy solution,,4,CI_LS_MATCH,CI_LS_ONLY
5.3.2.7,CI LS,Deploy solution,Deploy solution,,4,CI_LS_MATCH,CI_LS_ONLY
5.3.3,CI LS RT,Complete service delivery,Complete service delivery,Replenish fulfillment centers,3,DIFFERENT,UNIVERSAL
5.3.3.1,CI LS RT,Conduct service delivery/project review and evaluate success,Conduct service delivery/project review and evaluate success,Monitor enterprise inventory levels,4,DIFFERENT,UNIVERSAL
5.3.3.2,CI LS RT,Complete/finalize financial management activities,Complete/finalize financial management activities,Generate purchase orders,4,DIFFERENT,UNIVERSAL
5.3.3.3,CI LS RT,Confirm delivery according to contract terms,Confirm delivery according to contract terms,Receive and distribute replenishment orders from suppliers,4,DIFFERENT,UNIVERSAL
5.3.3.4,CI LS,Release resources,Release resources,,4,CI_LS_MATCH,CI_LS_ONLY
5.3.3.5,CI LS,Manage service delivery completion,Manage service delivery completion,,4,CI_LS_MATCH,CI_LS_ONLY
5.3.3.6,CI LS,Harvest knowledge,Harvest knowledge,,4,CI_LS_MATCH,CI_LS_ONLY
5.3.3.7,CI LS,Archive records and update systems,Archive records and update systems,,4,CI_LS_MATCH,CI_LS_ONLY
5.4,RT,,,Manage direct-to-store-delivery,2,,RETAIL_SPECIFIC
6.0,CI LS RT,Manage Customer Service,Manage Customer Service,Deliver Services,1,DIFFERENT,UNIVERSAL
6.1,CI LS RT,Develop customer service strategy,Develop customer care/customer service strategy,Establish service delivery governance and strategies,2,DIFFERENT,UNIVERSAL
6.1.1,CI LS RT,Define customer service requirements across the enterprise,Define customer service requirements across the enterprise,Establish service delivery governance,3,DIFFERENT,UNIVERSAL
6.1.1.1,RT,,,Set up and maintain service delivery governance and management system,4,,RETAIL_SPECIFIC
6.1.1.2,RT,,,Manage service delivery performance,4,,RETAIL_SPECIFIC
6.1.1.3,RT,,,Manage service delivery development and direction,4,,RETAIL_SPECIFIC
6.1.1.4,RT,,,Solicit feedback from customer on service delivery satisfaction,4,,RETAIL_SPECIFIC
6.1.2,CI LS RT,Define customer service experience,Define customer service experience,Develop service delivery strategies,3,DIFFERENT,UNIVERSAL
6.1.2.1,RT,,,Define service delivery goals,4,,RETAIL_SPECIFIC
6.1.2.2,RT,,,Define labor policies,4,,RETAIL_SPECIFIC
6.1.2.3,RT,,,Evaluate resource availability,4,,RETAIL_SPECIFIC
6.1.2.4,RT,,,Define service delivery network and supply constraints,4,,RETAIL_SPECIFIC
6.1.2.5,RT,,,Define service delivery process,4,,RETAIL_SPECIFIC
6.1.2.6,RT,,,Review and validate service delivery procedures,4,,RETAIL_SPECIFIC
6.1.2.7,RT,,,Define service delivery workplace layout and infrastructure,4,,RETAIL_SPECIFIC
6.1.3,CI LS,Define and manage customer service channel strategy,Define and manage customer service channel strategy,,3,CI_LS_MATCH,CI_LS_ONLY
6.1.4,CI LS,Define customer service policies and procedures,Define customer service policies and procedures,,3,CI_LS_MATCH,CI_LS_ONLY
6.1.5,CI LS,Establish target service level for each customer segment,Establish target service level for each customer segment,,3,CI_LS_MATCH,CI_LS_ONLY
6.1.6,CI LS,Define warranty claims,Establish and manage plans to comply with HIPAA and other customer regulations,,3,DIFFERENT,CI_LS_ONLY
6.1.6.1,CI,Determine and document warranty policies,,,4,,CI_SPECIFIC
6.1.6.2,CI,Create and manage warranty rules/claim codes for products,,,4,,CI_SPECIFIC
6.1.6.3,CI,Agree on warranty responsibilities with suppliers,,,4,,CI_SPECIFIC
6.1.6.4,CI,Define warranty related offerings for customers,,,4,,CI_SPECIFIC
6.1.6.5,CI,Communicate warranty policies and offerings,,,4,,CI_SPECIFIC
6.1.7,CI LS,Develop recall strategy,Define warranty offering,,3,DIFFERENT,CI_LS_ONLY
6.1.7.1,LS,,Determine and document warranty policies,,4,,LS_SPECIFIC
6.1.7.2,LS,,Create and manage warranty rules/claim codes for products,,4,,LS_SPECIFIC
6.1.7.3,LS,,Agree on warranty responsibilities with suppliers,,4,,LS_SPECIFIC
6.1.7.4,LS,,Define warranty related offerings for customers,,4,,LS_SPECIFIC
6.1.7.5,LS,,Communicate warranty policies and offerings,,4,,LS_SPECIFIC
6.1.8,LS,,Develop recall strategy,,3,,LS_SPECIFIC
6.2,CI LS RT,Plan and manage customer service contacts,Plan and manage customer service contacts,Manage service delivery resources,2,DIFFERENT,UNIVERSAL
6.2.1,CI LS RT,Plan and manage customer service work force,Plan and manage customer service work force,Manage service delivery resource demand,3,DIFFERENT,UNIVERSAL
6.2.1.1,CI LS RT,Forecast volume of customer service contacts,Forecast volume of customer service contacts,Monitor pipeline,4,DIFFERENT,UNIVERSAL
6.2.1.2,CI LS RT,Schedule customer service work force,Schedule customer service work force,Develop baseline forecasts,4,DIFFERENT,UNIVERSAL
6.2.1.3,CI LS RT,Track work force utilization,Track work force utilization,Collaborate with customers,4,DIFFERENT,UNIVERSAL
6.2.1.4,CI LS RT,Monitor and evaluate quality of customer interactions with customer service representatives,Monitor and evaluate quality of customer interactions with customer service representatives,Develop consensus forecast,4,DIFFERENT,UNIVERSAL
6.2.1.5,RT,,,Determine availability of skills to deliver on current and forecast customer orders,4,,RETAIL_SPECIFIC
6.2.1.6,RT,,,Monitor activity against forecast and revise forecast,4,,RETAIL_SPECIFIC
6.2.1.7,RT,,,Evaluate and revise forecasting approach,4,,RETAIL_SPECIFIC
6.2.1.8,RT,,,Measure forecast accuracy,4,,RETAIL_SPECIFIC
6.2.2,CI LS RT,"Manage customer service problems, requests, and inquiries","Manage customer service problems, requests, and inquiries",Create and manage resource plan,3,DIFFERENT,UNIVERSAL
6.2.2.1,CI LS RT,"Receive customer problems, requests, and inquiries","Receive customer problems, requests, and inquiries",Define and manage skills taxonomy,4,DIFFERENT,UNIVERSAL
6.2.2.2,CI LS RT,"Analyze problems, requests, and inquiries","Analyze problems, requests, and inquiries",Create resource plan,4,DIFFERENT,UNIVERSAL
6.2.2.3,CI LS RT,"Resolve customer problems, requests, and inquiries","Resolve customer problems, requests, and inquiries","Match resource demand with capacity, skills, and capabilities",4,DIFFERENT,UNIVERSAL
6.2.2.4,CI LS RT,"Respond to customer problems, requests, and inquiries","Respond to customer problems, requests, and inquiries",Collaborate with suppliers and partners to supplement skills and capabilities,4,DIFFERENT,UNIVERSAL
6.2.2.5,CI LS RT,Identify and capture upsell/cross-sell opportunities,Identify and capture upsell/cross-sell opportunities,Identify critical resources and supplier capacity,4,DIFFERENT,UNIVERSAL
6.2.2.6,CI LS RT,Deliver opportunity to sales team,Deliver opportunity to sales team,Monitor and manage resource capacity and availability,4,DIFFERENT,UNIVERSAL
6.2.3,CI LS RT,Manage customer complaints,Manage customer complaints,Enable service delivery resources,3,DIFFERENT,UNIVERSAL
6.2.3.1,CI LS RT,Receive customer complaints,Receive customer complaints,Develop service delivery training plan,4,DIFFERENT,UNIVERSAL
6.2.3.2,CI LS RT,Route customer complaints,Route customer complaints,Develop training materials,4,DIFFERENT,UNIVERSAL
6.2.3.3,CI LS RT,Resolve customer complaints,Resolve customer complaints,Manage training schedule,4,DIFFERENT,UNIVERSAL
6.2.3.4,CI LS RT,Respond to customer complaints,Respond to customer complaints,Deliver operations training,4,DIFFERENT,UNIVERSAL
6.2.3.5,CI LS RT,Analyze customer complaints and response/redressal,Analyze customer complaints and response/redressal,Deliver technical training,4,DIFFERENT,UNIVERSAL
6.2.3.6,RT,,,Perform skill and capability testing,4,,RETAIL_SPECIFIC
6.2.3.7,RT,,,Evaluate training effectiveness,4,,RETAIL_SPECIFIC
6.2.4,CI LS,Process returns,"Report incidents, adverse events, and Corrective Action Preventive Action (CAPA)",,3,DIFFERENT,CI_LS_ONLY
6.2.4.1,CI LS,Authorize return,Identify incidents and adverse events,,4,DIFFERENT,CI_LS_ONLY
6.2.4.2,CI LS,Process return and record reason,Investigate incidents and adverse events,,4,DIFFERENT,CI_LS_ONLY
6.2.4.3,LS,,Resolve incidents and adverse events,,4,,LS_SPECIFIC
6.2.4.4,LS,,Report Corrective Action Preventive Action (CAPA),,4,,LS_SPECIFIC
6.2.4.5,LS,,Capture and report adverse events,,4,,LS_SPECIFIC
6.2.4.6,LS,,Perform and report trending analytics,,4,,LS_SPECIFIC
6.2.5,CI LS,Report incidents and risks to regulatory bodies,Manage medical inquiries,,3,DIFFERENT,CI_LS_ONLY
6.2.5.1,LS,,Receive medical inquiry,,4,,LS_SPECIFIC
6.2.5.2,LS,,Assign medical inquiry,,4,,LS_SPECIFIC
6.2.5.3,LS,,Track medical inquiry,,4,,LS_SPECIFIC
6.2.5.4,LS,,Respond to medical inquiry,,4,,LS_SPECIFIC
6.2.6,LS,,Authorize and manage product returns,,3,,LS_SPECIFIC
6.2.6.1,LS,,Receive return request,,4,,LS_SPECIFIC
6.2.6.2,LS,,Authorize return,,4,,LS_SPECIFIC
6.2.6.3,LS,,Submit return authorization to customer,,4,,LS_SPECIFIC
6.2.6.4,LS,,Verify receipt of return goods,,4,,LS_SPECIFIC
6.3,CI LS RT,Service products after sales,Service products after sales,Deliver service to customer,2,DIFFERENT,UNIVERSAL
6.3.1,CI LS RT,Register products,Register products,Initiate service delivery,3,DIFFERENT,UNIVERSAL
6.3.1.1,RT,,,Review contract and agreed terms,4,,RETAIL_SPECIFIC
6.3.1.2,RT,,,Understand customer requirements and define refine approach,4,,RETAIL_SPECIFIC
6.3.1.3,RT,,,Modify/revise and approve project plan,4,,RETAIL_SPECIFIC
6.3.1.4,RT,,,Review customer business objectives,4,,RETAIL_SPECIFIC
6.3.1.5,RT,,,Confirm environmental readiness,4,,RETAIL_SPECIFIC
6.3.1.6,RT,,,"Identify, select, and assign resources",4,,RETAIL_SPECIFIC
6.3.1.6.1,RT,,,Establish people objectives,5,,RETAIL_SPECIFIC
6.3.1.6.2,RT,,,Establish engagement rules,5,,RETAIL_SPECIFIC
6.3.1.7,RT,,,Plan for service delivery,4,,RETAIL_SPECIFIC
6.3.2,CI LS RT,Process warranty claims,Process warranty claims,Execute service delivery,3,DIFFERENT,UNIVERSAL
6.3.2.1,CI LS RT,Receive warranty claim,Receive warranty claim,Analyze environment and customer needs,4,DIFFERENT,UNIVERSAL
6.3.2.10,CI LS,Reconcile warranty transaction disposition,Reconcile warranty transaction disposition,,4,CI_LS_MATCH,CI_LS_ONLY
6.3.2.2,CI LS RT,Validate warranty claim,Validate warranty claim,Define solution,4,DIFFERENT,UNIVERSAL
6.3.2.3,CI LS RT,Investigate warranty issues,Investigate warranty issues,Validate solution,4,DIFFERENT,UNIVERSAL
6.3.2.3.1,CI LS,Define issue,Define issue,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.2.3.2,CI LS,Schedule field service,Schedule field service,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.2.3.3,CI LS,Request and receive defective part,Request and receive defective part,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.2.3.4,CI LS,Investigate issue/perform root cause analysis,Investigate issue/perform root cause analysis,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.2.3.5,CI LS,Receive investigation result/recommendation for corrective action,Receive investigation result/recommendation for corrective action,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.2.4,CI LS RT,Determine responsible party,Determine responsible party,Identify changes,4,DIFFERENT,UNIVERSAL
6.3.2.5,CI LS RT,Manage pre-authorizations,Manage pre-authorizations,Obtain approval to proceed,4,DIFFERENT,UNIVERSAL
6.3.2.6,CI LS RT,Approve or reject warranty claim,Approve or reject warranty claim,Make build/buy solution,4,DIFFERENT,UNIVERSAL
6.3.2.7,CI LS RT,Notify originator of approve/reject decision,Notify originator of approve/reject decision,Deploy solution,4,DIFFERENT,UNIVERSAL
6.3.2.8,CI LS,Authorize payment,Authorize payment,,4,CI_LS_MATCH,CI_LS_ONLY
6.3.2.9,CI LS,Close claim,Close claim,,4,CI_LS_MATCH,CI_LS_ONLY
6.3.3,CI LS RT,Manage supplier recovery,Manage supplier recovery,Complete service delivery,3,DIFFERENT,UNIVERSAL
6.3.3.1,CI LS RT,Create supplier recovery claims,Create supplier recovery claims,Conduct service delivery/project review and evaluate success,4,DIFFERENT,UNIVERSAL
6.3.3.2,CI LS RT,Negotiate recoveries with suppliers,Negotiate recoveries with suppliers,Complete/finalize financial management activities,4,DIFFERENT,UNIVERSAL
6.3.3.3,RT,,,Confirm delivery according to contract terms,4,,RETAIL_SPECIFIC
6.3.3.4,RT,,,Release resources,4,,RETAIL_SPECIFIC
6.3.3.5,RT,,,Manage service delivery completion,4,,RETAIL_SPECIFIC
6.3.3.6,RT,,,Harvest knowledge,4,,RETAIL_SPECIFIC
6.3.3.7,RT,,,Archive records and update systems,4,,RETAIL_SPECIFIC
6.3.4,CI LS,Service products,Service products,,3,CI_LS_MATCH,CI_LS_ONLY
6.3.4.1,CI LS,Confirm specific service requirements for individual customer,Confirm specific service requirements for individual customer,,4,CI_LS_MATCH,CI_LS_ONLY
6.3.4.1.1,CI LS,Process customer request,Process customer request,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.1.2,CI LS,Create customer profile,Create customer profile,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.1.3,CI LS,Generate service order,Generate service order,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.2,CI LS,Identify and schedule resources to meet service requirements,Identify and schedule resources to meet service requirements,,4,CI_LS_MATCH,CI_LS_ONLY
6.3.4.2.1,CI LS,Create resourcing plan and schedule,Create resourcing plan and schedule,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.2.2,CI LS,Create service order fulfillment schedule,Create service order fulfillment schedule,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.3,CI LS,Provide service to specific customers,Provide service to specific customers,,4,CI_LS_MATCH,CI_LS_ONLY
6.3.4.3.1,CI LS,Organize daily service order fulfillment schedule,Organize daily service order fulfillment schedule,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.3.2,CI LS,Execute product repair,Execute product repair,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.3.3,CI LS,Manage service order fulfillment,Manage service order fulfillment,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.4,CI LS,Ensure quality of service,Ensure quality of service,,4,CI_LS_MATCH,CI_LS_ONLY
6.3.4.4.1,CI LS,Identify completed service orders for feedback,Identify completed service orders for feedback,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.4.2,CI LS,Identify incomplete service orders and service failures,Identify incomplete service orders and service failures,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.4.3,CI LS,Solicit customer feedback on services delivered,Solicit customer feedback on services delivered,,5,CI_LS_MATCH,CI_LS_ONLY
6.3.4.4.4,CI LS,Process customer feedback on services delivered,Process customer feedback on services delivered,,5,CI_LS_MATCH,CI_LS_ONLY
6.4,CI LS,Manage product recalls and regulatory audits,Manage product recalls and regulatory audits,,2,CI_LS_MATCH,CI_LS_ONLY
6.4.1,CI LS,Initiate recall,Initiate recall,,3,CI_LS_MATCH,CI_LS_ONLY
6.4.2,CI LS,Assess the likelihood and consequences of occurrence of any hazards,Assess the likelihood and consequences of occurrence of any hazards,,3,CI_LS_MATCH,CI_LS_ONLY
6.4.3,CI LS,Manage recall related communications,Manage recall related communications,,3,CI_LS_MATCH,CI_LS_ONLY
6.4.4,CI LS,Submit regulatory reports,Submit regulatory reports,,3,CI_LS_MATCH,CI_LS_ONLY
6.4.5,CI LS,Monitor and audit recall effectiveness,Monitor and audit recall effectiveness,,3,CI_LS_MATCH,CI_LS_ONLY
6.4.6,CI LS,Manage recall termination,Manage recall termination,,3,CI_LS_MATCH,CI_LS_ONLY
6.5,CI LS,Evaluate customer service operations and customer satisfaction,Evaluate customer service operations and customer satisfaction,,2,CI_LS_MATCH,CI_LS_ONLY
6.5.1,CI LS,"Measure customer satisfaction with customer problems, requests, and inquiries handling","Measure customer satisfaction with customer problems, requests, and inquiries handling",,3,CI_LS_MATCH,CI_LS_ONLY
6.5.1.1,CI LS,Solicit customer feedback on customer service experience,Solicit customer feedback on customer service experience,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.1.2,CI LS,Analyze customer service data and identify improvement opportunities,Analyze customer service data and identify improvement opportunities,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.1.3,CI LS,Provide customer feedback to product management on customer service experience,Provide customer feedback to product management on customer service experience,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.2,CI LS,Measure customer satisfaction with customer- complaint handling and resolution,Measure customer satisfaction with customer- complaint handling and resolution,,3,CI_LS_MATCH,CI_LS_ONLY
6.5.2.1,CI LS,Solicit customer feedback on complaint handling and resolution,Solicit customer feedback on complaint handling and resolution,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.2.2,CI LS,Analyze customer complaint data and identify improvement opportunities,Analyze customer complaint data and identify improvement opportunities,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.2.3,CI LS,Identify common customer complaints,Identify common customer complaints,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.3,CI LS,Measure customer satisfaction with products and services,Measure customer satisfaction with products and services,,3,CI_LS_MATCH,CI_LS_ONLY
6.5.3.1,CI LS,Gather and solicit post-sale customer feedback on products and services,Gather and solicit post-sale customer feedback on products and services,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.3.2,CI LS,Solicit post-sale customer feedback on ad effectiveness,Solicit post-sale customer feedback on ad effectiveness,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.3.3,CI LS,Solicit customer feedback on cross-channel experience,Solicit customer feedback on cross-channel experience,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.3.4,CI LS,Analyze product and service satisfaction data and identify improvement opportunities,Analyze product and service satisfaction data and identify improvement opportunities,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.3.5,CI LS,"Provide feedback and insights to appropriate teams (product design/development, marketing, manufacturing)","Provide feedback and insights to appropriate teams (product design/development, marketing, manufacturing)",,4,CI_LS_MATCH,CI_LS_ONLY
6.5.3.6,LS,,Manage post marketing clinical trials,,4,,LS_SPECIFIC
6.5.4,CI LS,Evaluate and manage warranty performance,Evaluate and manage warranty performance,,3,CI_LS_MATCH,CI_LS_ONLY
6.5.4.1,CI LS,Measure customer satisfaction with warranty handling and resolution,Measure customer satisfaction with warranty handling and resolution,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.4.2,CI LS,Monitor and report on warranty management metrics,Monitor and report on warranty management metrics,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.4.3,CI LS,Identify improvement opportunities,Identify improvement opportunities,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.4.4,CI LS,Identify opportunities to eliminate warranty waste,Identify opportunities to eliminate warranty waste,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.4.5,CI LS,Investigate fraudulent claims,Investigate fraudulent claims,,4,CI_LS_MATCH,CI_LS_ONLY
6.5.5,CI LS,Evaluate recall performance,Evaluate recall performance,,3,CI_LS_MATCH,CI_LS_ONLY
7.0,CI LS RT,Develop and Manage Human Capital,Develop and Manage Human Capital,Develop and Manage Human Capital,1,ALL_IDENTICAL,UNIVERSAL
7.1,CI LS RT,"Develop and manage human resources planning, policies, and strategies","Develop and manage human resources (HR) planning, policies, and strategies","Develop and manage human resources (HR) planning, policies, and strategies",2,DIFFERENT,UNIVERSAL
7.1.1,CI LS RT,Develop human resources strategy,Develop human resources strategy,Develop human resources strategy,3,ALL_IDENTICAL,UNIVERSAL
7.1.1.1,CI LS RT,Identify strategic HR needs,Identify strategic HR needs,Identify strategic HR needs,4,ALL_IDENTICAL,UNIVERSAL
7.1.1.10,CI,Manage job families and positions,,,4,,CI_SPECIFIC
7.1.1.2,CI LS RT,Define HR and business function roles and accountability,Define HR and business function roles and accountability,Define HR and business function roles and accountability,4,ALL_IDENTICAL,UNIVERSAL
7.1.1.3,CI LS RT,Determine HR function roles and structure,Determine HR costs,Determine HR costs,4,DIFFERENT,UNIVERSAL
7.1.1.4,CI LS RT,Determine HR delivery model,Establish HR measures,Establish HR measures,4,DIFFERENT,UNIVERSAL
7.1.1.5,CI LS RT,Determine HR costs,Communicate HR strategies,Communicate HR strategies,4,DIFFERENT,UNIVERSAL
7.1.1.6,CI LS RT,Establish HR measures,Develop strategy for HR systems/technologies/tools,Develop strategy for HR systems/technologies/tools,4,DIFFERENT,UNIVERSAL
7.1.1.7,CI LS RT,Communicate HR strategies,Manage employer branding,Manage employer branding,4,DIFFERENT,UNIVERSAL
7.1.1.8,CI,Develop strategy for HR systems/technologies/tools,,,4,,CI_SPECIFIC
7.1.1.9,CI,Manage employer branding,,,4,,CI_SPECIFIC
7.1.2,CI LS RT,Develop and implement workforce strategy and policies,Develop and implement workforce strategy and policies,Develop and implement workforce strategy and policies,3,ALL_IDENTICAL,UNIVERSAL
7.1.2.1,CI LS RT,Perform workforce planning,Gather skill requirements according to corporate strategy and market environment,Gather skill requirements according to corporate strategy and market environment,4,DIFFERENT,UNIVERSAL
7.1.2.10,CI LS RT,Develop other HR programs,Develop HR policies,Develop HR policies,4,DIFFERENT,UNIVERSAL
7.1.2.11,CI LS RT,Develop HR policies,Administer HR policies,Administer HR policies,4,DIFFERENT,UNIVERSAL
7.1.2.12,CI LS RT,Administer HR policies,Plan employee benefits,Plan employee benefits,4,DIFFERENT,UNIVERSAL
7.1.2.13,CI LS RT,Plan employee benefits,Develop workforce strategy models,Develop work force strategy models,4,DIFFERENT,UNIVERSAL
7.1.2.14,CI LS RT,Develop workforce strategy models,Implement workforce strategy models,Implement workforce strategy models,4,DIFFERENT,UNIVERSAL
7.1.2.15,CI,Implement workforce strategy models,,,4,,CI_SPECIFIC
7.1.2.2,CI LS RT,Perform operational workforce planning,Plan employee resourcing requirements per business unit/organization,Plan employee resourcing requirements per unit/organization,4,DIFFERENT,UNIVERSAL
7.1.2.3,CI LS RT,Develop compensation strategy,Develop compensation plan,Develop compensation plan,4,DIFFERENT,UNIVERSAL
7.1.2.3.1,CI LS RT,Establish incentive strategy,Establish incentive plan,Establish incentive plan,5,DIFFERENT,UNIVERSAL
7.1.2.4,CI LS RT,Develop succession plan,Develop succession plan,Develop succession plan,4,ALL_IDENTICAL,UNIVERSAL
7.1.2.5,CI LS RT,Develop high performers/leadership programs,Develop high performers/leadership programs,Develop high performers/leadership programs,4,ALL_IDENTICAL,UNIVERSAL
7.1.2.6,CI LS RT,"Develop diversity, equity, and inclusion plan",Develop employee diversity plan,Develop employee diversity plan,4,DIFFERENT,UNIVERSAL
7.1.2.7,CI LS RT,"Implement diversity, equity, and inclusion plan",Develop training program,Develop training program,4,DIFFERENT,UNIVERSAL
7.1.2.8,CI LS RT,Design talent development program,Develop recruitment program,Develop recruitment program,4,DIFFERENT,UNIVERSAL
7.1.2.9,CI LS RT,Design talent acquisition program,Develop other HR programs,Develop other HR programs,4,DIFFERENT,UNIVERSAL
7.1.3,CI LS RT,"Monitor and update strategy, plans, and policies","Monitor and update strategy, plans, and policies",Monitor and update plans,3,DIFFERENT,UNIVERSAL
7.1.3.1,CI LS RT,Measure realization of objectives,Measure realization of objectives,Measure realization of objectives,4,ALL_IDENTICAL,UNIVERSAL
7.1.3.2,CI LS RT,Measure contribution to business strategy,Measure contribution to business strategy,Measure contribution to business strategy,4,ALL_IDENTICAL,UNIVERSAL
7.1.3.3,CI LS RT,Communicate plans and provide updates to stakeholders,Communicate plans and provide updates to stakeholders,Communicate plans and provide updates to stakeholders,4,ALL_IDENTICAL,UNIVERSAL
7.1.3.4,CI LS RT,Review and revise HR plans,Review and revise HR plans,Review and revise HR plans,4,ALL_IDENTICAL,UNIVERSAL
